p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
GLIPR21 3.97600927559675e-16 0.727033175246854 0.464 0.211 1.30166591664486e-11 6 GLIPR2
CYBA2 4.4209558704975e-16 0.466606149236047 0.964 0.841 1.44733253288347e-11 6 CYBA
UCP21 1.26801270235275e-15 0.673130230657363 0.764 0.55 4.15121998496244e-11 6 UCP2
MYL62 1.99117985000842e-15 0.402344280502529 0.964 0.846 6.51872459295758e-11 6 MYL6
LAMP1 2.02634659407782e-15 0.765065042452384 0.429 0.191 6.63385347969197e-11 6 LAMP1
C9orf1421 2.79447621265785e-15 0.700832063751279 0.479 0.229 9.14855622499925e-11 6 C9orf142
NDUFB2 1.04521313661987e-14 0.86270183066873 0.579 0.336 3.42181876666613e-10 6 NDUFB2
ITGB7 1.17492806343184e-14 0.643824880677672 0.343 0.13 3.84647949406315e-10 6 ITGB7
CALR1 2.10000038645165e-14 0.752618941417723 0.507 0.267 6.87498126516542e-10 6 CALR
CCND31 2.48751542116224e-14 0.649759860650149 0.607 0.402 8.14362798580095e-10 6 CCND3
BSG 3.09911371276631e-14 0.684921485752666 0.471 0.237 1.01458784728544e-09 6 BSG
PSME22 3.62919873115413e-14 0.602687649858482 0.757 0.542 1.18812708060524e-09 6 PSME2
CMC1 4.24310112486283e-14 0.633596012642204 0.264 0.083 1.38910644625759e-09 6 CMC1
SH3BGRL32 7.08998076955625e-14 0.380599497156074 0.979 0.852 2.32111790433733e-09 6 SH3BGRL3
BZW1 8.2210605341737e-14 0.635106662378487 0.371 0.153 2.69141079767778e-09 6 BZW1
CYB5B 1.60210885252488e-13 0.774474924866598 0.264 0.086 5.24498396139596e-09 6 CYB5B
DBI 2.39282491640547e-13 0.610737939559951 0.571 0.344 7.83363021132822e-09 6 DBI
ANXA12 3.86459906814122e-13 0.49578445447542 0.821 0.58 1.26519244292807e-08 6 ANXA1
DRAP11 5.43061857420378e-13 0.526472924956222 0.679 0.455 1.77787590882283e-08 6 DRAP1
PPP1CA1 5.97201393909123e-13 0.580575297643232 0.7 0.509 1.95511792337969e-08 6 PPP1CA
PSME1 7.36090463274919e-13 0.417598134877726 0.843 0.733 2.40981295866943e-08 6 PSME1
CISD3 2.52827855081077e-12 0.717361428182372 0.307 0.118 8.27707831964431e-08 6 CISD3
IL2RG2 2.60360049796936e-12 0.667945318337677 0.643 0.429 8.52366731025209e-08 6 IL2RG
SELT 2.94074445951874e-12 0.622077669210041 0.5 0.29 9.62740921157246e-08 6 SELT
HSPA51 4.37673830296733e-12 0.610396645599722 0.4 0.189 1.43285658562544e-07 6 HSPA5
PPIA 4.89335667712719e-12 0.449555283042693 0.85 0.737 1.6019871089579e-07 6 PPIA
PSMB8 6.57979298497304e-12 0.649169139468826 0.664 0.448 2.15409262742047e-07 6 PSMB8
PRDX52 9.26349302595943e-12 0.550104714701158 0.55 0.343 3.0326823468386e-07 6 PRDX5
GNG21 1.03485415306333e-11 0.686356296190707 0.293 0.115 3.38790552629873e-07 6 GNG2
GCHFR 2.07572117526473e-11 0.672806789212029 0.257 0.094 6.79549598358168e-07 6 GCHFR
CD164 2.18181810354954e-11 0.601331588003884 0.536 0.333 7.14283610740048e-07 6 CD164
CAP12 3.47988462718879e-11 0.595465926291513 0.593 0.404 1.13924462924907e-06 6 CAP1
SLC9A3R11 8.334092597945e-11 0.839031018017838 0.336 0.155 2.72841523471523e-06 6 SLC9A3R1
HNRNPA2B1 8.93185719984499e-11 0.500351362654202 0.743 0.631 2.92411141008525e-06 6 HNRNPA2B1
PRKCH 1.52995212359511e-10 0.577409210794342 0.286 0.118 5.00875726222566e-06 6 PRKCH
SYTL11 1.59577221896976e-10 0.594016198068514 0.343 0.159 5.22423909046321e-06 6 SYTL1
SUN21 2.0612118080557e-10 0.566591540129104 0.436 0.241 6.74799521721277e-06 6 SUN2
HNRNPA31 2.3326637463108e-10 0.469793866198529 0.514 0.301 7.6366745726723e-06 6 HNRNPA3
MRPS6 3.24605927364954e-10 0.781685505530114 0.336 0.154 1.06269488500739e-05 6 MRPS6
PTGER2 3.83444950559423e-10 0.613198075998163 0.3 0.129 1.25532207914144e-05 6 PTGER2
PRMT21 4.96441268333504e-10 0.644278833068489 0.393 0.208 1.62524942427023e-05 6 PRMT2
POLR2G 5.03851582653904e-10 0.508535705801597 0.429 0.234 1.64950931129235e-05 6 POLR2G
FDPS 9.15992803600847e-10 0.539457817039577 0.293 0.129 2.99877724042845e-05 6 FDPS
ARL6IP1 1.29516546721446e-09 0.560199030744904 0.364 0.182 4.24011270656671e-05 6 ARL6IP1
MYL12B1 1.40886870189244e-09 0.336831957494911 0.821 0.695 4.61235435625546e-05 6 MYL12B
UBC 2.86667689849249e-09 0.367673983334953 0.921 0.849 9.38492683028472e-05 6 UBC
ARPC4 3.19881421422046e-09 0.536805188159508 0.486 0.307 0.000104722779745149 6 ARPC4
KLRG11 3.212879225996e-09 0.457921728520371 0.264 0.106 0.000105183240100657 6 KLRG1
SCP2 3.77566654763971e-09 0.961203096554055 0.45 0.265 0.000123607771436629 6 SCP2
TMED91 3.96230285852295e-09 0.525887377022392 0.429 0.243 0.000129717870982324 6 TMED9
BTN3A2 4.09365629251836e-09 0.439726105212257 0.386 0.207 0.000134018119704466 6 BTN3A2
HSP90B11 4.24369167563087e-09 0.635811094794425 0.414 0.237 0.000138929978076803 6 HSP90B1
SKAP1 4.37459597535314e-09 0.56207989641442 0.293 0.133 0.000143215523041111 6 SKAP1
ACTG1 4.90929385418215e-09 0.538468687707356 0.921 0.861 0.000160720462198215 6 ACTG1
HDDC2 6.49724602238252e-09 0.533950750823148 0.293 0.135 0.000212706840280759 6 HDDC2
FLOT1 6.71432147791437e-09 0.567359259743769 0.257 0.107 0.000219813456543961 6 FLOT1
JAK1 6.91614679288245e-09 0.512091198528927 0.364 0.191 0.000226420813705386 6 JAK1
FKBP11 7.51578812915209e-09 0.652445946942779 0.279 0.126 0.000246051871772181 6 FKBP11
AES2 1.06914303930426e-08 0.459442500692831 0.686 0.482 0.000350016048207427 6 AES
YWHAQ2 1.7708508300397e-08 0.478399234846534 0.457 0.28 0.000579741144738398 6 YWHAQ
PSMC41 1.77799837857819e-08 0.842032121378203 0.321 0.16 0.000582081109178927 6 PSMC4
ENSA 1.87715045209726e-08 0.512592421519546 0.471 0.303 0.0006145415150076 6 ENSA
PPIB1 2.05994884811726e-08 0.446168182619808 0.621 0.468 0.000674386053896628 6 PPIB
TMEM50A1 2.41771323849189e-08 0.36726950571849 0.436 0.257 0.000791510960017474 6 TMEM50A
DSTN 3.76278848648311e-08 0.502094396097813 0.35 0.19 0.00123186169470484 6 DSTN
RCN2 3.76970198837869e-08 0.490970857396123 0.271 0.125 0.00123412503695542 6 RCN2
IRF1 4.78911273753943e-08 0.59820273382828 0.436 0.276 0.00156785972801566 6 IRF1
PSMB91 4.91145875451324e-08 0.420720487926552 0.721 0.578 0.00160791336705255 6 PSMB9
FLNA2 4.99486854843994e-08 0.679131441059266 0.364 0.204 0.00163522006538827 6 FLNA
RNF126 6.32045667362569e-08 0.531012881227163 0.307 0.153 0.00206919110581158 6 RNF126
SERPINB11 6.68021266154068e-08 0.401086136002638 0.529 0.356 0.00218696802113519 6 SERPINB1
EVL2 7.32660148840651e-08 0.440549060885872 0.686 0.524 0.00239858279527452 6 EVL
EIF3G 8.66774772490814e-08 0.446511328246399 0.679 0.572 0.00283764725018043 6 EIF3G
OPTN1 1.05807608305806e-07 0.403822748861542 0.286 0.135 0.00346392948071549 6 OPTN
WDR11 1.50894197213911e-07 0.588386843332743 0.414 0.254 0.00493997422838903 6 WDR1
TAP12 2.22659711502769e-07 0.482728849458967 0.379 0.225 0.00728943363517764 6 TAP1
CDC42SE1 2.85338613746026e-07 0.462960793960399 0.364 0.211 0.0093414155368174 6 CDC42SE1
TBCB1 3.0943042149605e-07 0.353651682136225 0.457 0.299 0.0101301331389377 6 TBCB
CCDC107 3.17193074829281e-07 0.434898985497298 0.314 0.163 0.010384266883761 6 CCDC107
TRAPPC1 6.25142607751316e-07 0.494046243728179 0.586 0.443 0.0204659186925626 6 TRAPPC1
GOLGA7 7.20786562682956e-07 0.408019853146436 0.286 0.149 0.0235971104891146 6 GOLGA7
CD972 7.58962436020387e-07 0.497335375383768 0.371 0.217 0.0248469122304354 6 CD97
FAM49B 1.00368688767594e-06 0.515731294983735 0.429 0.296 0.032858701328735 6 FAM49B
GHITM 1.05966220455366e-06 0.33931001491627 0.514 0.366 0.0346912212526778 6 GHITM
LYAR1 1.13262044338733e-06 0.909803602672268 0.321 0.175 0.0370797280756143 6 LYAR
SDF2L1 1.23081043784066e-06 0.441480222569161 0.271 0.137 0.0402942721140274 6 SDF2L1
PSMD8 1.31408073717881e-06 0.400344417015454 0.443 0.293 0.0430203751737598 6 PSMD8
RALY1 1.36342707054756e-06 0.345727321165245 0.364 0.22 0.0446358754355861 6 RALY
GIMAP71 1.44867555248656e-06 0.346739873732355 0.671 0.533 0.0474267402373048 6 GIMAP7
EMP32 1.50025740714114e-06 0.381536224575578 0.85 0.728 0.0491154269949866 6 EMP3
CAPZB1 1.51535679178507e-06 0.325840033574432 0.679 0.553 0.0496097506494596 6 CAPZB
ATP6AP2 2.52973662031632e-06 0.456809473996565 0.386 0.245 0.0828185174759156 6 ATP6AP2
DEF6 2.61089789623385e-06 0.393722888275391 0.279 0.149 0.0854755753269037 6 DEF6
MAP1LC3B 2.63552427430356e-06 0.417253542129325 0.386 0.244 0.0862817936921498 6 MAP1LC3B
HMGN3 2.76113026392068e-06 0.442296591971078 0.371 0.231 0.0903938825802352 6 HMGN3
BAX1 2.77425735247089e-06 0.548685735106753 0.429 0.3 0.090823637205192 6 BAX
SEPW1 2.88515181446854e-06 0.385856724523526 0.386 0.247 0.0944541001020712 6 SEPW1
FGR2 2.92071087415008e-06 0.630858980795909 0.357 0.208 0.0956182325979253 6 FGR
RASSF5 3.06449697935681e-06 0.493072593589481 0.307 0.176 0.100325502110183 6 RASSF5
PSMB1 3.21827352789801e-06 0.424205119524524 0.586 0.461 0.105359838756325 6 PSMB1
TBC1D10C 3.375913165039e-06 0.394343403811577 0.436 0.294 0.110520645197047 6 TBC1D10C
DDOST 3.39596647865199e-06 0.62811405361185 0.314 0.182 0.111177150578109 6 DDOST
DENND2D 3.80597084661749e-06 0.599036798835411 0.286 0.153 0.124599873576564 6 DENND2D
P4HB 4.49724596282521e-06 0.504358311466108 0.371 0.23 0.147230838330972 6 P4HB
PSENEN 4.58268201139828e-06 0.408892970087348 0.257 0.135 0.150027843689157 6 PSENEN
CNPY2 5.22902928840797e-06 0.465831751508473 0.3 0.171 0.1711879608439 6 CNPY2
OSTF11 6.16735027298055e-06 0.507841214322518 0.443 0.303 0.201906713236837 6 OSTF1
CD47 6.36558487345356e-06 0.351031596532583 0.379 0.24 0.208396517587123 6 CD47
ARPC51 7.17501113683682e-06 0.300512657263503 0.643 0.521 0.234895514597764 6 ARPC5
RAB7A 7.39170650737995e-06 0.424603028199455 0.429 0.307 0.241989687638605 6 RAB7A
HMOX2 8.9258317914443e-06 0.54780785018141 0.3 0.177 0.292213881188304 6 HMOX2
ACTR3 9.51409966609122e-06 0.338460536630269 0.536 0.408 0.311472594868494 6 ACTR3
CHCHD2 1.00961287527982e-05 0.252322090972293 0.771 0.711 0.330527063109109 6 CHCHD2
LCP11 1.01967482269809e-05 0.514797933133096 0.5 0.381 0.3338211434549 6 LCP1
MIR142 1.0877758946144e-05 0.53713939799359 0.286 0.161 0.356116072378861 6 MIR142
LSM1 1.13630081225554e-05 0.473686894970146 0.271 0.149 0.37200215991622 6 LSM1
MSN1 1.28031256792382e-05 0.421273351208278 0.414 0.279 0.419148728486902 6 MSN
RBM8A 1.40861947919257e-05 0.558289709768762 0.443 0.309 0.461153845098065 6 RBM8A
RBM39 1.47576506469177e-05 0.348517938286893 0.471 0.347 0.483135966878792 6 RBM39
SIGIRR 1.55127934148027e-05 0.532721873233381 0.35 0.22 0.50785783081381 6 SIGIRR
RNF2131 1.55521087913697e-05 0.432223070879834 0.35 0.221 0.50914493761186 6 RNF213
TPI12 1.69710038741493e-05 0.308935628162891 0.621 0.502 0.555596724831898 6 TPI1
SRI1 1.79258897063943e-05 0.362192158108785 0.393 0.261 0.586857777207937 6 SRI
ACP1 1.96440123695462e-05 0.473963674720797 0.357 0.23 0.643105676954203 6 ACP1
CFLAR 1.97842355195805e-05 0.397918400907564 0.314 0.191 0.647696302440025 6 CFLAR
HLA-F1 2.46716413047308e-05 0.663846024670014 0.443 0.326 0.807700193034278 6 HLA-F
DDIT41 2.53959896095421e-05 0.402175421087475 0.343 0.215 0.831413907837191 6 DDIT4
C19orf10 2.60046107236191e-05 0.48064680258041 0.336 0.212 0.851338945869843 6 C19orf10
NOP102 2.67867582318339e-05 0.397921683578888 0.421 0.289 0.876944890993779 6 NOP10
MIEN1 3.02144068188271e-05 0.435096739474691 0.293 0.175 0.98915925043476 6 MIEN1
PSMA5 3.28830881916731e-05 0.391871562766085 0.386 0.263 1 6 PSMA5
TBCC 3.88246359170174e-05 0.312714344214487 0.271 0.153 1 6 TBCC
C19orf66 3.94114663199429e-05 0.439881314526509 0.279 0.163 1 6 C19orf66
EMC4 4.18924915290335e-05 0.391308803284147 0.321 0.204 1 6 EMC4
TCF251 4.27150102124078e-05 0.420580952599888 0.364 0.249 1 6 TCF25
ZFAND6 4.40984968481897e-05 0.428719769447904 0.271 0.159 1 6 ZFAND6
WIPF1 4.42221584880166e-05 0.50805771489959 0.314 0.202 1 6 WIPF1
PDAP1 4.75163895150569e-05 0.374302284018562 0.293 0.179 1 6 PDAP1
PIM11 4.87795617459766e-05 0.511940694558538 0.3 0.179 1 6 PIM1
DOK22 5.39616118526131e-05 0.417356522344505 0.357 0.235 1 6 DOK2
SPCS22 5.52284656136816e-05 0.362009446989147 0.407 0.299 1 6 SPCS2
SRSF2 5.54278237985168e-05 0.642934619033869 0.5 0.389 1 6 SRSF2
DCTN31 5.74967085722203e-05 0.325535624093081 0.343 0.227 1 6 DCTN3
TMEM59 5.88345999920817e-05 0.327334675197495 0.5 0.393 1 6 TMEM59
LSP11 6.64372085631324e-05 0.250060225846561 0.664 0.54 1 6 LSP1
IMP3 6.80908836329252e-05 0.333214837586699 0.329 0.209 1 6 IMP3
DNAJB6 7.72385487139864e-05 0.359928430344095 0.293 0.178 1 6 DNAJB6
PAIP2 7.72749691582818e-05 0.309084933063566 0.429 0.311 1 6 PAIP2
PDIA6 7.7708883618768e-05 0.360532409516288 0.35 0.234 1 6 PDIA6
CDC42 8.05517345020334e-05 0.382073778905131 0.464 0.369 1 6 CDC42
ARHGDIB1 9.10139881338689e-05 0.307467452457589 0.95 0.913 1 6 ARHGDIB
HSP90AA11 9.70190046114761e-05 0.414213382734848 0.621 0.532 1 6 HSP90AA1
SEC61B 9.75757369202461e-05 0.279812849821915 0.429 0.313 1 6 SEC61B
STK17A2 9.79761466349584e-05 0.426011242260312 0.443 0.311 1 6 STK17A
KLF2 0.00010471891605443 0.407131960119533 0.707 0.606 1 6 KLF2
TGFB12 0.00012056849868842 0.336254775364241 0.307 0.194 1 6 TGFB1
MAF1 0.000139610357700634 0.270067518351916 0.336 0.222 1 6 MAF1
LMAN2 0.000154004276395553 0.435832947078522 0.357 0.256 1 6 LMAN2
POLR2L1 0.000156957402615931 0.332264179551184 0.457 0.353 1 6 POLR2L
BANF1 0.000166142613407194 0.352857793767403 0.35 0.239 1 6 BANF1
RPA21 0.000198150183758941 0.304571030189243 0.286 0.176 1 6 RPA2
KDELR2 0.000213017367952183 0.34606087560407 0.279 0.173 1 6 KDELR2
SUB1 0.000233009091347961 0.424262727993447 0.4 0.296 1 6 SUB1
UBE2L3 0.000251085052093071 0.395691092923402 0.336 0.233 1 6 UBE2L3
HSPA81 0.000265182959012671 0.259141931215962 0.721 0.673 1 6 HSPA8
PLEKHJ1 0.000284393592114429 0.312556612038329 0.257 0.159 1 6 PLEKHJ1
TERF2IP 0.00029361741879313 0.282192384066029 0.329 0.224 1 6 TERF2IP
ADRM1 0.000295388789352134 0.357370008948574 0.271 0.171 1 6 ADRM1
SRSF91 0.000304789032904983 0.344596774484162 0.4 0.302 1 6 SRSF9
COPE1 0.000332141107748664 0.262146733550007 0.521 0.433 1 6 COPE
SRSF3 0.000373918996845641 0.642374505001525 0.55 0.47 1 6 SRSF3
CHMP2A 0.000399275973224186 0.450801879272287 0.357 0.259 1 6 CHMP2A
NDUFA6 0.00042802921799331 0.389574873626776 0.257 0.161 1 6 NDUFA6
NDUFB7 0.000436900165165374 0.467939192475599 0.371 0.282 1 6 NDUFB7
CSNK2B 0.0004377061994201 0.625929804294932 0.421 0.338 1 6 CSNK2B
CYCS 0.000456876216970732 0.289702453515464 0.421 0.313 1 6 CYCS
CCDC121 0.000469457140330861 0.381817626675686 0.336 0.243 1 6 CCDC12
GLRX2 0.000469547986167272 0.294273667276387 0.457 0.371 1 6 GLRX
IFI16 0.000472467459200573 0.373523790466977 0.271 0.172 1 6 IFI16
TPM31 0.000539364527191378 0.293416474103525 0.543 0.472 1 6 TPM3
TMBIM6 0.000559119262478762 0.275115223638252 0.571 0.514 1 6 TMBIM6
SP1001 0.000564467553239622 0.320433060221904 0.371 0.264 1 6 SP100
MYO1G1 0.000576610602475154 0.3526721695905 0.329 0.229 1 6 MYO1G
POLR3GL 0.000603638617391313 0.365126960786433 0.293 0.202 1 6 POLR3GL
PGAM12 0.000637218782884772 0.366919988633243 0.329 0.232 1 6 PGAM1
MYH9 0.000675298082548948 0.326972031803566 0.279 0.185 1 6 MYH9
HNRNPM 0.000696388606439358 0.327298500804096 0.407 0.307 1 6 HNRNPM
GYPC1 0.000758216841863021 0.334339766087197 0.393 0.287 1 6 GYPC
C11orf58 0.000834007868426355 0.273133684779291 0.464 0.385 1 6 C11orf58
FERMT3 0.000929200600031984 0.421916328214257 0.271 0.179 1 6 FERMT3
ATP5J22 0.000945433665661174 0.290446726080799 0.407 0.32 1 6 ATP5J2
DECR1 0.000945643339123045 0.287762671346038 0.271 0.182 1 6 DECR1
RBM3 0.00101877442119196 0.546276070278507 0.686 0.641 1 6 RBM3
RAB5C1 0.00106464819553249 0.267085983357024 0.371 0.277 1 6 RAB5C
CIRBP1 0.00114257056470968 0.371931709259449 0.736 0.706 1 6 CIRBP
SRSF11 0.0013136080943137 0.28579378745674 0.336 0.241 1 6 SRSF11
RNF167 0.00135973665813094 0.3740712779566 0.257 0.167 1 6 RNF167
PPP2R5C2 0.00138287791131552 0.356243355755483 0.329 0.239 1 6 PPP2R5C
PSMA72 0.00140317298723917 0.576721478466483 0.636 0.559 1 6 PSMA7
SEPT6 0.00144004269949808 0.319027214232287 0.3 0.203 1 6 SEPT6
IDH21 0.00170183941121065 0.286024856290838 0.264 0.179 1 6 IDH2
MDH2 0.00175321440760545 0.279175678796891 0.379 0.294 1 6 MDH2
LIMD21 0.00176918867108734 0.287210839236031 0.721 0.654 1 6 LIMD2
ICAM21 0.00203296418402153 0.505151993922845 0.314 0.236 1 6 ICAM2
BUD31 0.00210099223043668 0.3659620879293 0.329 0.253 1 6 BUD31
PSMB71 0.00219251405017072 0.286714640369372 0.393 0.311 1 6 PSMB7
CIB1 0.0023417698228547 0.291929489066729 0.471 0.408 1 6 CIB1
COX6A1 0.00283107654130014 0.351842518004515 0.521 0.478 1 6 COX6A1
WSB11 0.00291158982967096 0.276009788541758 0.264 0.177 1 6 WSB1
PSMD41 0.00291683971349595 0.29215347490238 0.357 0.281 1 6 PSMD4
CHMP5 0.00310434766244504 0.402141888207169 0.293 0.217 1 6 CHMP5
SELL1 0.00331075448285651 0.320805173064854 0.536 0.469 1 6 SELL
MBNL1 0.00345635697850049 0.276808240517099 0.3 0.214 1 6 MBNL1
FAM96B 0.00398668787220708 0.676699706969173 0.336 0.259 1 6 FAM96B
IFI351 0.00421944264681105 0.304598066314084 0.257 0.177 1 6 IFI35
COPZ1 0.00425011075733291 0.362546532108876 0.264 0.19 1 6 COPZ1
TMEM160 0.00438462924631666 0.319145610306109 0.264 0.185 1 6 TMEM160
NDUFB8.1 0.00526546018643604 0.325832504504082 0.457 0.398 1 6 NDUFB8.1
VAMP21 0.00559811667330517 0.268968656485749 0.514 0.453 1 6 VAMP2
DYNLL1 0.00575076388982725 0.879878356219731 0.4 0.337 1 6 DYNLL1
MRPL34 0.0066011485557196 0.27043550182447 0.264 0.191 1 6 MRPL34
RPN2 0.0066042143420708 0.258245013616114 0.293 0.22 1 6 RPN2
RPS19BP1 0.0070466819803074 0.70923939576 0.314 0.241 1 6 RPS19BP1
PDCD6 0.00717251135663711 0.289585132181864 0.357 0.287 1 6 PDCD6
EID1 0.00728005258219971 0.303638232273983 0.5 0.428 1 6 EID1
FMNL1 0.00748658732848301 0.254996658319515 0.293 0.218 1 6 FMNL1
NDUFA1 0.00756373187067369 0.259972745377434 0.4 0.329 1 6 NDUFA1
C1orf1622 0.00786738490219757 0.383259579966873 0.479 0.384 1 6 C1orf162
ARHGEF1 0.00891805062667188 0.349686991068064 0.3 0.236 1 6 ARHGEF1
TECR 0.00902242191688408 0.390288193176373 0.271 0.207 1 6 TECR
ATP5F1 0.00998641339314352 0.482897314116215 0.429 0.37 1 6 ATP5F1
FCER1A 3.74880327937773e-251 2.68107297086805 0.829 0.01 1.22728321760268e-246 7 FCER1A
SERPINF1 3.1672214440985e-214 1.15598864899546 0.486 0.002 1.03688495636897e-209 7 SERPINF1
CLEC10A 1.49501851153113e-150 1.75047001611857 0.686 0.015 4.8943916030506e-146 7 CLEC10A
ENHO 3.38281312425012e-122 0.973173997810317 0.4 0.005 1.10746536061701e-117 7 ENHO
CLIC2 1.88985034521023e-94 0.426816967445657 0.257 0.002 6.18699206014926e-90 7 CLIC2
CD1C 4.42673837497702e-73 1.2117948960453 0.514 0.02 1.44922560919998e-68 7 CD1C
CACNA2D3 1.00134503101713e-54 0.550090485144182 0.371 0.013 3.27820336254388e-50 7 CACNA2D3
HLA-DQB2 1.58047881684732e-47 0.600959019272811 0.429 0.022 5.17417155059476e-43 7 HLA-DQB2
PHACTR1 1.89669305254999e-42 0.706414491370301 0.543 0.04 6.20939371543816e-38 7 PHACTR1
CCDC88A 8.43376327172213e-41 0.577598284827187 0.429 0.026 2.76104541989639e-36 7 CCDC88A
UPK3A 5.560915209045e-39 0.470466209526842 0.257 0.009 1.82053242113715e-34 7 UPK3A
PLD4 1.10873040632183e-37 1.11147180993793 0.514 0.041 3.6297616042164e-33 7 PLD4
HLA-DQA21 8.01651842373427e-36 1.49722944558826 0.8 0.116 2.62444780156213e-31 7 HLA-DQA2
CD331 8.19933899519978e-35 0.918047181444121 0.629 0.066 2.6842996002485e-30 7 CD33
CPVL2 1.04854515783993e-33 1.19187149905045 0.771 0.107 3.43272713773637e-29 7 CPVL
BASP1 1.33723775978735e-33 0.534810085649111 0.343 0.02 4.37784897799184e-29 7 BASP1
LGMN 2.65149571966104e-33 0.43417256666212 0.257 0.011 8.68046668702633e-29 7 LGMN
NDRG2 5.49273868258566e-33 0.539549753574446 0.314 0.017 1.79821278990489e-28 7 NDRG2
HLA-DQA11 1.029024457293e-31 1.85105550502608 0.943 0.209 3.36882026828581e-27 7 HLA-DQA1
RPS6KA4 1.26294962057163e-31 0.580202050822134 0.457 0.038 4.13464446782739e-27 7 RPS6KA4
GSN 1.713406046274e-31 0.797967577401532 0.486 0.045 5.60934871429182e-27 7 GSN
HLA-DOA 1.99771695407527e-30 0.401586933548994 0.286 0.015 6.54012576425162e-26 7 HLA-DOA
SULF2 1.32635816260955e-29 0.691850688097212 0.4 0.032 4.34223135275115e-25 7 SULF2
RNASE61 4.4699524008753e-28 0.861198329132583 0.686 0.094 1.46337301699855e-23 7 RNASE6
HLA-DQB11 1.40621756948831e-25 1.6348324181647 0.914 0.232 4.60367507899083e-21 7 HLA-DQB1
MYCL 7.45400708492548e-25 0.532012927189461 0.257 0.016 2.4402928394629e-20 7 MYCL
HLA-DMA2 1.96158059101791e-24 1.15591286327118 0.971 0.256 6.42182253887442e-20 7 HLA-DMA
CD1D 2.64846726240403e-24 0.615092837634202 0.457 0.05 8.67055212365832e-20 7 CD1D
CSF2RA 3.58298770887762e-24 0.535015673951929 0.343 0.029 1.17299851613236e-19 7 CSF2RA
KLF42 5.44025286434417e-24 0.893406029111519 0.686 0.113 1.781029982729e-19 7 KLF4
HLA-DRB53 6.94538832188816e-24 1.614874459078 1 0.343 2.27378122881975e-19 7 HLA-DRB5
IL1B1 1.06427995404237e-23 1.01940574749495 0.543 0.073 3.48423971354392e-19 7 IL1B
SEMA4A 1.27924671071241e-23 0.481653205577772 0.371 0.034 4.18799788153028e-19 7 SEMA4A
CST32 1.69665092575783e-23 1.74140573485882 1 0.39 5.55449580074599e-19 7 CST3
HLA-DPA13 2.39207670671765e-23 1.79508827129334 1 0.487 7.83118072245223e-19 7 HLA-DPA1
YIF1B 4.20261324407721e-23 0.635646082100788 0.514 0.065 1.375851523846e-18 7 YIF1B
HLA-DPB13 8.78028339591419e-23 1.94409159850976 1 0.512 2.87448917815439e-18 7 HLA-DPB1
HLA-DRB13 1.12051557212794e-22 1.77415006493972 1 0.453 3.66834388003246e-18 7 HLA-DRB1
CD302 1.42483534898172e-22 0.967298625169186 0.486 0.06 4.66462596549637e-18 7 CD302
LMO2 2.08162287956029e-22 0.46987513065683 0.286 0.022 6.81481698310446e-18 7 LMO2
HLA-DMB2 2.55372049241317e-22 0.884561761154937 0.857 0.172 8.36037014806225e-18 7 HLA-DMB
GRN1 1.410444650799e-21 0.978204562728217 0.943 0.233 4.61751369778578e-17 7 GRN
CCDC50 2.09659196967443e-21 0.741303090774049 0.429 0.05 6.86382279032015e-17 7 CCDC50
C10orf128 5.4762118718889e-21 0.367360225282528 0.257 0.019 1.79280224261899e-16 7 C10orf128
PPP1R14A 1.29876288612178e-20 0.441680966729841 0.257 0.019 4.25188993658547e-16 7 PPP1R14A
